"User_id"; "Class"; "ServerTime"; "Iteraction"; "Name"; "Piece"; "Target"; "Coordinates(cd1)"; "Timestamp(cd2)"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:20"; "Player"; "MovementEnd"; NULL; NULL; "-14,16379|0,02720243|66,45271"; "259"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:21"; "Player"; "FreezeStart"; "(0,1, -0,1, 1,0)"; NULL; "-14,16379|0,02720243|66,45271"; "260"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:21"; "Player"; "TrackStats"; NULL; NULL; "-14,16379|0,02720243|66,45271"; "260"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:22"; "Player"; "FreezeEnd"; NULL; NULL; "-14,16379|0,02720261|66,45271"; "261"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:26"; "Player"; "TrackStats"; NULL; NULL; "-16,01437|0,1651028|67,91636"; "265"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:31"; "Player"; "TrackStats"; NULL; NULL; "-19,33499|5,960464E-08|72,28958"; "270"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:31"; "Player"; "MovementStart"; NULL; NULL; "-19,29121|-1,192093E-07|72,22968"; "271"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:32"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-18,67933|5,960464E-08|71,06047"; "271"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:32"; "Player"; "MovementEnd"; NULL; NULL; "-18,67942|-5,960464E-08|71,06038"; "271"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:33"; "Player"; "MovementStart"; NULL; NULL; "-18,67985|-1,192093E-07|71,0602"; "272"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:33"; "Player"; "MovementEnd"; NULL; NULL; "-18,50152|-5,960464E-08|70,72825"; "273"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:33"; "Gameplay"; "InGameMenuOpen"; NULL; NULL; "-18,5016|-1,788139E-07|70,7276"; "273"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:34"; "Gameplay"; "ManualRestart"; NULL; NULL; "-18,5016|-1,192093E-07|70,7276"; "273"
"f31525"; "COMMANDO"; "2021-09-02 07:09:42"; "Gameplay"; "InfiltrationStart"; NULL; NULL; "-43,5|0,126|100,35"; "0"
"f31525"; "COMMANDO"; "2021-09-02 07:09:46"; "Gameplay"; "InGameMenuOpen"; NULL; NULL; "-43,5813|0|100,3095"; "4"
